student_id,concept_id,n_correct,n_total,n1,n2,rate_global,rate1,rate2,delta
46904,arithmetic,33,54,35,19,0.6111111111111112,0.5714285714285714,0.6842105263157895,0.1127819548872181
46908,geometry,68,89,60,29,0.7640449438202247,0.7166666666666667,0.8620689655172413,0.14540229885057465
46910,algebra,44,73,64,9,0.6027397260273972,0.625,0.4444444444444444,-0.18055555555555558
46913,algebra,36,59,8,51,0.6101694915254238,0.75,0.5882352941176471,-0.16176470588235292
46915,arithmetic,22,31,13,18,0.7096774193548387,0.5384615384615384,0.8333333333333334,0.29487179487179493
46930,arithmetic,20,41,11,30,0.4878048780487805,0.36363636363636365,0.5333333333333333,0.16969696969696968
46937,arithmetic,36,45,36,9,0.8,0.7777777777777778,0.8888888888888888,0.11111111111111105
46938,algebra,83,105,27,78,0.7904761904761904,0.8518518518518519,0.7692307692307693,-0.08262108262108259
46943,geometry,66,88,68,20,0.75,0.75,0.75,0.0
46954,arithmetic,199,250,68,182,0.796,0.6029411764705882,0.8681318681318682,0.26519069166127995
46954,geometry,12,25,15,10,0.48,0.3333333333333333,0.7,0.36666666666666664
46969,geometry,20,34,15,19,0.5882352941176471,0.7333333333333333,0.47368421052631576,-0.2596491228070175
46972,arithmetic,25,32,16,16,0.78125,0.875,0.6875,-0.1875
46974,algebra,49,77,41,36,0.6363636363636364,0.5609756097560976,0.7222222222222222,0.1612466124661246
46983,algebra,303,442,356,86,0.6855203619909502,0.7303370786516854,0.5,-0.2303370786516854
46983,arithmetic,116,146,13,133,0.7945205479452054,0.9230769230769231,0.7819548872180451,-0.14112203585887806
46991,algebra,19,24,13,11,0.7916666666666666,0.9230769230769231,0.6363636363636364,-0.2867132867132868
47007,algebra,81,102,56,46,0.7941176470588235,0.7857142857142857,0.8043478260869565,0.018633540372670843
47009,probability_statistics,27,48,8,40,0.5625,0.625,0.55,-0.07499999999999996
47020,arithmetic,15,21,6,15,0.7142857142857143,1.0,0.6,-0.4
47021,analytic_geometry,153,209,177,32,0.7320574162679426,0.751412429378531,0.625,-0.12641242937853103
47021,geometry,100,142,46,96,0.704225352112676,0.8043478260869565,0.65625,-0.14809782608695654
47025,algebra,59,80,41,39,0.7375,0.8048780487804879,0.6666666666666666,-0.13821138211382122
47025,arithmetic,31,40,19,21,0.775,0.6842105263157895,0.8571428571428571,0.1729323308270676
47041,arithmetic,10,24,10,14,0.4166666666666667,0.3,0.5,0.2
47070,analytic_geometry,51,66,8,58,0.7727272727272727,0.75,0.7758620689655172,0.025862068965517238
47079,geometry,57,89,32,57,0.6404494382022472,0.34375,0.8070175438596491,0.4632675438596491
47084,algebra,18,24,12,12,0.75,0.5,1.0,0.5
47084,probability_statistics,32,40,14,26,0.8,0.7142857142857143,0.8461538461538461,0.13186813186813184
47085,arithmetic,64,93,8,85,0.6881720430107527,0.875,0.6705882352941176,-0.2044117647058824
47097,analytic_geometry,15,24,16,8,0.625,0.875,0.125,-0.75
47098,arithmetic,18,24,14,10,0.75,0.7142857142857143,0.8,0.08571428571428574
47104,algebra,13,25,24,1,0.52,0.5416666666666666,0.0,-0.5416666666666666
47104,arithmetic,545,709,701,8,0.768688293370945,0.7689015691868759,0.75,-0.01890156918687591
47104,geometry,220,312,289,23,0.7051282051282052,0.698961937716263,0.782608695652174,0.08364675793591092
47115,arithmetic,24,36,26,10,0.6666666666666666,0.6923076923076923,0.6,-0.09230769230769231
47116,arithmetic,16,20,11,9,0.8,0.8181818181818182,0.7777777777777778,-0.04040404040404044
47118,arithmetic,16,21,8,13,0.7619047619047619,0.625,0.8461538461538461,0.22115384615384615
47119,arithmetic,18,28,13,15,0.6428571428571429,0.38461538461538464,0.8666666666666667,0.48205128205128206
47130,algebra,36,49,17,32,0.7346938775510204,0.5294117647058824,0.84375,0.31433823529411764
47131,algebra,50,64,18,46,0.78125,0.7777777777777778,0.782608695652174,0.004830917874396157
47131,geometry,63,85,61,24,0.7411764705882353,0.6885245901639344,0.875,0.1864754098360656
47141,arithmetic,68,98,75,23,0.6938775510204082,0.76,0.4782608695652174,-0.2817391304347826
47151,algebra,38,68,28,40,0.5588235294117647,0.5714285714285714,0.55,-0.021428571428571352
47151,probability_statistics,13,24,16,8,0.5416666666666666,0.625,0.375,-0.25
47163,algebra,605,916,478,438,0.6604803493449781,0.5564853556485355,0.773972602739726,0.2174872470911905
47163,arithmetic,455,587,252,335,0.7751277683134583,0.9007936507936508,0.6805970149253732,-0.22019663586827765
47170,arithmetic,51,69,45,24,0.7391304347826086,0.8,0.625,-0.17500000000000004
47189,arithmetic,161,202,107,95,0.7970297029702971,0.8037383177570093,0.7894736842105263,-0.014264633546482997
47194,arithmetic,147,189,107,82,0.7777777777777778,0.6915887850467289,0.8902439024390244,0.19865511739229547
47199,arithmetic,15,22,13,9,0.6818181818181818,0.8461538461538461,0.4444444444444444,-0.4017094017094017
47203,arithmetic,28,39,16,23,0.717948717948718,0.625,0.782608695652174,0.15760869565217395
47216,algebra,293,399,219,180,0.7343358395989975,0.821917808219178,0.6277777777777778,-0.19414003044140027
47231,algebra,15,24,8,16,0.625,0.625,0.625,0.0
47254,geometry,47,61,10,51,0.7704918032786885,0.8,0.7647058823529411,-0.03529411764705892
47258,algebra,19,25,8,17,0.76,0.75,0.7647058823529411,0.014705882352941124
47277,arithmetic,24,43,13,30,0.5581395348837209,0.7692307692307693,0.4666666666666667,-0.3025641025641026
47292,algebra,20,26,24,2,0.7692307692307693,0.8333333333333334,0.0,-0.8333333333333334
47292,arithmetic,94,143,120,23,0.6573426573426573,0.6416666666666667,0.7391304347826086,0.09746376811594193
47298,algebra,55,88,2,86,0.625,0.5,0.627906976744186,0.12790697674418605
47298,arithmetic,457,621,395,226,0.7359098228663447,0.7949367088607595,0.6327433628318584,-0.16219334602890112
47302,algebra,42,74,40,34,0.5675675675675675,0.85,0.23529411764705882,-0.6147058823529412
47308,geometry,51,67,56,11,0.7611940298507462,0.7857142857142857,0.6363636363636364,-0.14935064935064934
47311,arithmetic,18,26,23,3,0.6923076923076923,0.6956521739130435,0.6666666666666666,-0.02898550724637683
47313,arithmetic,182,238,161,77,0.7647058823529411,0.8633540372670807,0.5584415584415584,-0.3049124788255223
47313,geometry,28,55,4,51,0.509090909090909,0.75,0.49019607843137253,-0.25980392156862747
47316,probability_statistics,32,40,23,17,0.8,0.7391304347826086,0.8823529411764706,0.14322250639386191
47317,algebra,26,40,16,24,0.65,0.6875,0.625,-0.0625
47320,arithmetic,84,107,74,33,0.7850467289719626,0.7972972972972973,0.7575757575757576,-0.03972153972153969
47324,algebra,50,64,37,27,0.78125,0.918918918918919,0.5925925925925926,-0.3263263263263264
47334,algebra,48,75,40,35,0.64,0.725,0.5428571428571428,-0.18214285714285716
47345,algebra,122,156,88,68,0.782051282051282,0.75,0.8235294117647058,0.07352941176470584
47345,analytic_geometry,66,89,57,32,0.7415730337078652,0.5964912280701754,1.0,0.4035087719298246
47345,probability_statistics,20,26,25,1,0.7692307692307693,0.8,0.0,-0.8
47362,arithmetic,38,52,33,19,0.7307692307692307,0.8787878787878788,0.47368421052631576,-0.405103668261563
47384,analytic_geometry,19,24,15,9,0.7916666666666666,0.8,0.7777777777777778,-0.022222222222222254
47384,arithmetic,81,117,85,32,0.6923076923076923,0.6941176470588235,0.6875,-0.006617647058823506
47385,arithmetic,14,21,14,7,0.6666666666666666,0.7857142857142857,0.42857142857142855,-0.35714285714285715
47389,algebra,20,25,1,24,0.8,0.0,0.8333333333333334,0.8333333333333334
47389,geometry,31,41,40,1,0.7560975609756098,0.775,0.0,-0.775
47390,algebra,123,187,142,45,0.6577540106951871,0.6197183098591549,0.7777777777777778,0.1580594679186229
47390,probability_statistics,35,52,3,49,0.6730769230769231,0.0,0.7142857142857143,0.7142857142857143
47394,arithmetic,59,81,20,61,0.7283950617283951,0.65,0.7540983606557377,0.10409836065573763
47399,geometry,37,48,8,40,0.7708333333333334,0.875,0.75,-0.125
47414,arithmetic,95,165,77,88,0.5757575757575758,0.8441558441558441,0.3409090909090909,-0.5032467532467533
47422,algebra,21,48,24,24,0.4375,0.375,0.5,0.125
47428,analytic_geometry,16,21,18,3,0.7619047619047619,0.8333333333333334,0.3333333333333333,-0.5
47430,arithmetic,77,100,27,73,0.77,0.8518518518518519,0.7397260273972602,-0.11212582445459163
47434,algebra,437,562,263,299,0.7775800711743772,0.7680608365019012,0.7859531772575251,0.01789234075562396
47437,algebra,96,131,18,113,0.732824427480916,0.5,0.7699115044247787,0.26991150442477874
47440,arithmetic,37,52,28,24,0.7115384615384616,0.8571428571428571,0.5416666666666666,-0.31547619047619047
47441,arithmetic,1654,2636,1701,935,0.6274658573596358,0.5767195767195767,0.7197860962566844,0.1430665195371077
47441,geometry,284,478,63,415,0.5941422594142259,0.36507936507936506,0.6289156626506024,0.26383629757123733
47470,algebra,165,242,125,117,0.6818181818181818,0.712,0.6495726495726496,-0.06242735042735037
47476,arithmetic,19,34,8,26,0.5588235294117647,0.75,0.5,-0.25
47480,arithmetic,113,155,110,45,0.7290322580645161,0.6818181818181818,0.8444444444444444,0.16262626262626267
47482,arithmetic,17,22,14,8,0.7727272727272727,0.7857142857142857,0.75,-0.0357142857142857
47497,algebra,603,813,296,517,0.7416974169741697,0.7364864864864865,0.7446808510638298,0.008194364577343238
47505,geometry,52,67,16,51,0.7761194029850746,0.5625,0.8431372549019608,0.2806372549019608
47507,arithmetic,39,58,27,31,0.6724137931034483,0.7037037037037037,0.6451612903225806,-0.05854241338112309
47511,arithmetic,27,40,16,24,0.675,0.6875,0.6666666666666666,-0.02083333333333337
47520,geometry,301,377,360,17,0.7984084880636605,0.7888888888888889,1.0,0.21111111111111114
47525,arithmetic,29,39,17,22,0.7435897435897436,0.5882352941176471,0.8636363636363636,0.27540106951871657
47549,geometry,158,198,149,49,0.797979797979798,0.7986577181208053,0.7959183673469388,-0.0027393507738665557
47551,geometry,51,64,32,32,0.796875,0.875,0.71875,-0.15625
47560,algebra,142,187,65,122,0.7593582887700535,0.7846153846153846,0.7459016393442623,-0.03871374527112226
47568,arithmetic,46,58,31,27,0.7931034482758621,0.9032258064516129,0.6666666666666666,-0.23655913978494625
47583,arithmetic,76,128,82,46,0.59375,0.6829268292682927,0.43478260869565216,-0.24814422057264057
47586,geometry,11,24,12,12,0.4583333333333333,0.3333333333333333,0.5833333333333334,0.25000000000000006
47589,algebra,279,416,334,82,0.6706730769230769,0.688622754491018,0.5975609756097561,-0.09106177888126188
47589,probability_statistics,151,202,35,167,0.7475247524752475,0.8285714285714286,0.7305389221556886,-0.09803250641574002
47595,algebra,20,28,20,8,0.7142857142857143,0.8,0.5,-0.30000000000000004
47596,algebra,28,56,38,18,0.5,0.631578947368421,0.2222222222222222,-0.4093567251461988
47596,analytic_geometry,688,1029,321,708,0.6686103012633625,0.7445482866043613,0.634180790960452,-0.11036749564390935
47596,geometry,85,109,3,106,0.7798165137614679,0.6666666666666666,0.7830188679245284,0.11635220125786172
47603,geometry,43,56,44,12,0.7678571428571429,0.9090909090909091,0.25,-0.6590909090909091
47621,algebra,103,181,2,179,0.569060773480663,1.0,0.5642458100558659,-0.43575418994413406
47621,arithmetic,285,479,367,112,0.5949895615866388,0.6348773841961853,0.4642857142857143,-0.17059166991047103
47624,arithmetic,30,42,10,32,0.7142857142857143,0.9,0.65625,-0.24375000000000002
47643,arithmetic,24,32,15,17,0.75,0.9333333333333333,0.5882352941176471,-0.34509803921568627
47646,algebra,44,58,32,26,0.7586206896551724,0.71875,0.8076923076923077,0.08894230769230771
47651,analytic_geometry,84,109,19,90,0.7706422018348624,0.5263157894736842,0.8222222222222222,0.295906432748538
47655,arithmetic,16,24,9,15,0.6666666666666666,0.4444444444444444,0.8,0.3555555555555556
47658,algebra,43,58,9,49,0.7413793103448276,0.7777777777777778,0.7346938775510204,-0.04308390022675734
47658,geometry,204,287,273,14,0.710801393728223,0.7216117216117216,0.5,-0.2216117216117216
47659,arithmetic,20,25,9,16,0.8,0.5555555555555556,0.9375,0.3819444444444444
47676,arithmetic,24,32,16,16,0.75,0.875,0.625,-0.25
47679,analytic_geometry,17,22,15,7,0.7727272727272727,0.8,0.7142857142857143,-0.08571428571428574
47685,algebra,97,131,32,99,0.7404580152671756,0.5625,0.797979797979798,0.235479797979798
47685,arithmetic,879,1159,435,724,0.7584124245038827,0.8183908045977012,0.7223756906077348,-0.09601511398996643
47695,algebra,39,62,40,22,0.6290322580645161,0.7,0.5,-0.19999999999999996
47714,algebra,300,440,50,390,0.6818181818181818,0.7,0.6794871794871795,-0.02051282051282044
47714,arithmetic,1163,1465,623,842,0.7938566552901024,0.8234349919743178,0.7719714964370546,-0.05146349553726315
47717,arithmetic,39,66,41,25,0.5909090909090909,0.6829268292682927,0.44,-0.24292682926829273
47719,algebra,38,54,35,19,0.7037037037037037,0.8,0.5263157894736842,-0.27368421052631586
47723,arithmetic,18,24,11,13,0.75,0.5454545454545454,0.9230769230769231,0.3776223776223777
47724,algebra,115,152,61,91,0.756578947368421,0.8360655737704918,0.7032967032967034,-0.1327688704737885
47727,algebra,449,601,575,26,0.7470881863560732,0.7426086956521739,0.8461538461538461,0.10354515050167223
47727,geometry,128,194,158,36,0.6597938144329897,0.6582278481012658,0.6666666666666666,0.008438818565400852
47730,arithmetic,34,49,10,39,0.6938775510204082,0.4,0.7692307692307693,0.36923076923076925
47749,arithmetic,346,458,345,113,0.7554585152838428,0.7304347826086957,0.831858407079646,0.10142362447095032
47760,arithmetic,75,97,46,51,0.7731958762886598,0.8913043478260869,0.6666666666666666,-0.2246376811594203
47761,arithmetic,31,51,34,17,0.6078431372549019,0.6764705882352942,0.47058823529411764,-0.20588235294117652
47769,arithmetic,32,40,16,24,0.8,0.6875,0.875,0.1875
47776,algebra,23,33,24,9,0.696969696969697,0.6666666666666666,0.7777777777777778,0.11111111111111116
47777,algebra,612,786,598,188,0.7786259541984732,0.8110367892976589,0.675531914893617,-0.1355048744040419
47822,arithmetic,78,142,46,96,0.5492957746478874,0.41304347826086957,0.6145833333333334,0.2015398550724638
47822,geometry,24,38,16,22,0.631578947368421,0.875,0.45454545454545453,-0.42045454545454547
47832,algebra,129,185,2,183,0.6972972972972973,0.5,0.6994535519125683,0.1994535519125683
47832,geometry,121,156,148,8,0.7756410256410257,0.777027027027027,0.75,-0.027027027027026973
47840,arithmetic,17,24,14,10,0.7083333333333334,0.9285714285714286,0.4,-0.5285714285714286
47851,algebra,26,41,25,16,0.6341463414634146,0.72,0.5,-0.21999999999999997
47851,arithmetic,277,355,194,161,0.780281690140845,0.7731958762886598,0.7888198757763976,0.015623999487737739
47855,algebra,195,293,203,90,0.6655290102389079,0.625615763546798,0.7555555555555555,0.1299397920087575
47855,arithmetic,91,136,58,78,0.6691176470588235,0.8103448275862069,0.5641025641025641,-0.24624226348364275
47855,geometry,62,90,2,88,0.6888888888888889,0.5,0.6931818181818182,0.19318181818181823
47856,algebra,14,25,8,17,0.56,0.5,0.5882352941176471,0.08823529411764708
47871,algebra,36,50,49,1,0.72,0.7346938775510204,0.0,-0.7346938775510204
47873,geometry,47,67,16,51,0.7014925373134329,0.8125,0.6666666666666666,-0.14583333333333337
47894,algebra,22,48,24,24,0.4583333333333333,0.3333333333333333,0.5833333333333334,0.25000000000000006
47897,algebra,39,73,49,24,0.5342465753424658,0.7959183673469388,0.0,-0.7959183673469388
47898,algebra,63,79,31,48,0.7974683544303798,0.8064516129032258,0.7916666666666666,-0.014784946236559127
47921,geometry,52,69,2,67,0.7536231884057971,0.0,0.7761194029850746,0.7761194029850746
47923,arithmetic,398,541,394,147,0.7356746765249538,0.766497461928934,0.6530612244897959,-0.11343623743913811
47925,arithmetic,20,28,1,27,0.7142857142857143,0.0,0.7407407407407407,0.7407407407407407
47944,arithmetic,32,42,30,12,0.7619047619047619,0.6666666666666666,1.0,0.33333333333333337
47949,arithmetic,35,49,1,48,0.7142857142857143,0.0,0.7291666666666666,0.7291666666666666
47971,algebra,25,32,13,19,0.78125,0.8461538461538461,0.7368421052631579,-0.10931174089068829
47988,arithmetic,19,27,16,11,0.7037037037037037,0.6875,0.7272727272727273,0.03977272727272729
47999,arithmetic,127,162,161,1,0.7839506172839507,0.7888198757763976,0.0,-0.7888198757763976
48002,algebra,15,24,10,14,0.625,0.5,0.7142857142857143,0.2142857142857143
48021,probability_statistics,19,33,9,24,0.5757575757575758,0.1111111111111111,0.75,0.6388888888888888
48027,arithmetic,43,58,25,33,0.7413793103448276,0.84,0.6666666666666666,-0.17333333333333334
48029,analytic_geometry,41,53,43,10,0.7735849056603774,0.8372093023255814,0.5,-0.33720930232558144
48029,geometry,125,187,16,171,0.6684491978609626,0.0625,0.7251461988304093,0.6626461988304093
48036,arithmetic,53,83,32,51,0.6385542168674698,0.59375,0.6666666666666666,0.07291666666666663
48040,probability_statistics,39,50,48,2,0.78,0.8125,0.0,-0.8125
48063,arithmetic,119,161,128,33,0.7391304347826086,0.7578125,0.6666666666666666,-0.09114583333333337
48077,algebra,89,115,1,114,0.7739130434782608,0.0,0.7807017543859649,0.7807017543859649
48078,arithmetic,26,33,12,21,0.7878787878787878,0.75,0.8095238095238095,0.059523809523809534
48081,geometry,44,62,51,11,0.7096774193548387,0.7843137254901961,0.36363636363636365,-0.4206773618538324
48082,algebra,15,29,26,3,0.5172413793103449,0.5769230769230769,0.0,-0.5769230769230769
48087,probability_statistics,29,37,33,4,0.7837837837837838,0.8787878787878788,0.0,-0.8787878787878788
48092,geometry,21,29,9,20,0.7241379310344828,0.5555555555555556,0.8,0.24444444444444446
48094,algebra,165,219,79,140,0.7534246575342466,0.8354430379746836,0.7071428571428572,-0.12830018083182637
48113,algebra,485,798,796,2,0.6077694235588973,0.6092964824120602,0.0,-0.6092964824120602
48113,arithmetic,208,273,103,170,0.7619047619047619,0.6310679611650486,0.8411764705882353,0.2101085094231867
48123,geometry,20,25,8,17,0.8,0.5,0.9411764705882353,0.4411764705882353
48147,algebra,28,42,6,36,0.6666666666666666,0.0,0.7777777777777778,0.7777777777777778
48150,algebra,36,45,34,11,0.8,0.7941176470588235,0.8181818181818182,0.02406417112299475
48158,arithmetic,43,59,25,34,0.7288135593220338,0.68,0.7647058823529411,0.08470588235294108
48160,algebra,15,21,9,12,0.7142857142857143,0.7777777777777778,0.6666666666666666,-0.11111111111111116
48161,arithmetic,20,28,1,27,0.7142857142857143,1.0,0.7037037037037037,-0.2962962962962963
48167,algebra,29,44,36,8,0.6590909090909091,0.6111111111111112,0.875,0.26388888888888884
48187,algebra,24,31,30,1,0.7741935483870968,0.7666666666666667,1.0,0.23333333333333328
48189,algebra,15,31,8,23,0.4838709677419355,0.25,0.5652173913043478,0.3152173913043478
48189,arithmetic,72,107,73,34,0.6728971962616822,0.8082191780821918,0.38235294117647056,-0.42586623690572123
48189,probability_statistics,27,35,25,10,0.7714285714285715,0.88,0.5,-0.38
48195,algebra,34,58,46,12,0.5862068965517241,0.5217391304347826,0.8333333333333334,0.3115942028985508
48195,arithmetic,156,200,154,46,0.78,0.8181818181818182,0.6521739130434783,-0.16600790513833996
48199,arithmetic,23,32,15,17,0.71875,0.8,0.6470588235294118,-0.15294117647058825
48200,arithmetic,50,66,57,9,0.7575757575757576,0.7368421052631579,0.8888888888888888,0.15204678362573099
48204,arithmetic,35,59,15,44,0.5932203389830508,0.0,0.7954545454545454,0.7954545454545454
48214,algebra,18,32,11,21,0.5625,0.2727272727272727,0.7142857142857143,0.4415584415584416
48223,probability_statistics,16,30,11,19,0.5333333333333333,0.2727272727272727,0.6842105263157895,0.4114832535885168
48227,algebra,126,178,97,81,0.7078651685393258,0.7938144329896907,0.6049382716049383,-0.18887616138475238
48236,algebra,182,231,164,67,0.7878787878787878,0.7682926829268293,0.835820895522388,0.06752821259555875
48237,algebra,278,450,436,14,0.6177777777777778,0.6376146788990825,0.0,-0.6376146788990825
48252,arithmetic,34,45,21,24,0.7555555555555555,0.8095238095238095,0.7083333333333334,-0.10119047619047616
48270,algebra,279,417,275,142,0.6690647482014388,0.6509090909090909,0.704225352112676,0.053316261203585125
48270,arithmetic,563,742,636,106,0.7587601078167115,0.7452830188679245,0.839622641509434,0.09433962264150952
48281,geometry,30,56,48,8,0.5357142857142857,0.5208333333333334,0.625,0.10416666666666663
48283,arithmetic,66,99,26,73,0.6666666666666666,0.8461538461538461,0.6027397260273972,-0.24341412012644892
48286,geometry,119,154,8,146,0.7727272727272727,0.875,0.7671232876712328,-0.10787671232876717
48292,arithmetic,25,33,13,20,0.7575757575757576,0.5384615384615384,0.9,0.3615384615384616
48295,arithmetic,211,278,104,174,0.7589928057553957,0.8269230769230769,0.7183908045977011,-0.10853227232537577
48298,arithmetic,65,83,36,47,0.7831325301204819,0.6944444444444444,0.851063829787234,0.15661938534278963
48316,arithmetic,90,113,30,83,0.7964601769911505,0.8666666666666667,0.7710843373493976,-0.09558232931726907
48318,arithmetic,16,21,16,5,0.7619047619047619,0.875,0.4,-0.475
48322,arithmetic,555,723,572,151,0.7676348547717843,0.8548951048951049,0.4370860927152318,-0.4178090121798731
48322,geometry,126,166,130,36,0.7590361445783133,0.7384615384615385,0.8333333333333334,0.09487179487179487
48323,arithmetic,16,20,9,11,0.8,0.5555555555555556,1.0,0.4444444444444444
48327,geometry,15,26,10,16,0.5769230769230769,0.5,0.625,0.125
48329,arithmetic,24,31,24,7,0.7741935483870968,0.875,0.42857142857142855,-0.44642857142857145
48329,geometry,13,31,20,11,0.41935483870967744,0.45,0.36363636363636365,-0.08636363636363636
48341,arithmetic,465,635,185,450,0.7322834645669292,0.5891891891891892,0.7911111111111111,0.20192192192192193
48341,geometry,14,25,20,5,0.56,0.7,0.0,-0.7
48345,arithmetic,20,32,8,24,0.625,0.875,0.5416666666666666,-0.33333333333333337
48348,algebra,25,43,42,1,0.5813953488372093,0.5952380952380952,0.0,-0.5952380952380952
48348,geometry,271,342,74,268,0.7923976608187134,0.7837837837837838,0.7947761194029851,0.010992335619201321
48354,arithmetic,18,23,7,16,0.782608695652174,0.5714285714285714,0.875,0.3035714285714286
48404,arithmetic,20,32,20,12,0.625,0.8,0.3333333333333333,-0.46666666666666673
48408,arithmetic,26,33,16,17,0.7878787878787878,0.6875,0.8823529411764706,0.19485294117647056
48412,algebra,54,80,73,7,0.675,0.684931506849315,0.5714285714285714,-0.11350293542074363
48420,algebra,12,26,8,18,0.46153846153846156,0.125,0.6111111111111112,0.48611111111111116
48420,arithmetic,105,166,63,103,0.6325301204819277,0.42857142857142855,0.7572815533980582,0.3287101248266297
48420,geometry,61,97,72,25,0.6288659793814433,0.7083333333333334,0.4,-0.30833333333333335
48423,arithmetic,46,67,29,38,0.6865671641791045,0.6551724137931034,0.7105263157894737,0.05535390199637025
48437,arithmetic,54,77,5,72,0.7012987012987013,1.0,0.6805555555555556,-0.3194444444444444
48440,geometry,24,36,17,19,0.6666666666666666,0.7058823529411765,0.631578947368421,-0.0743034055727555
48441,geometry,157,201,97,104,0.7810945273631841,0.8247422680412371,0.7403846153846154,-0.08435765265662165
48468,geometry,16,20,15,5,0.8,0.8666666666666667,0.6,-0.2666666666666667
48474,algebra,70,94,51,43,0.7446808510638298,0.7254901960784313,0.7674418604651163,0.04195166438668496
48474,probability_statistics,105,134,69,65,0.7835820895522388,0.8260869565217391,0.7384615384615385,-0.08762541806020063
48475,arithmetic,32,47,38,9,0.6808510638297872,0.6842105263157895,0.6666666666666666,-0.01754385964912286
48475,geometry,32,52,1,51,0.6153846153846154,1.0,0.6078431372549019,-0.3921568627450981
48483,algebra,880,1230,628,602,0.7154471544715447,0.7404458598726115,0.6893687707641196,-0.05107708910849185
48483,arithmetic,493,666,339,327,0.7402402402402403,0.7551622418879056,0.7247706422018348,-0.030391599686070747
48512,arithmetic,13,24,13,11,0.5416666666666666,0.6923076923076923,0.36363636363636365,-0.32867132867132864
48513,algebra,22,29,16,13,0.7586206896551724,0.75,0.7692307692307693,0.019230769230769273
48513,arithmetic,54,69,12,57,0.782608695652174,0.9166666666666666,0.7543859649122807,-0.16228070175438591
48513,geometry,15,35,1,34,0.42857142857142855,1.0,0.4117647058823529,-0.5882352941176471
48518,probability_statistics,16,22,16,6,0.7272727272727273,0.875,0.3333333333333333,-0.5416666666666667
48522,arithmetic,41,54,36,18,0.7592592592592593,0.75,0.7777777777777778,0.02777777777777779
48532,geometry,23,34,17,17,0.6764705882352942,0.6470588235294118,0.7058823529411765,0.05882352941176472
48541,arithmetic,8,20,4,16,0.4,0.25,0.4375,0.1875
48541,geometry,13,24,13,11,0.5416666666666666,0.5384615384615384,0.5454545454545454,0.006993006993006978
48542,algebra,15,27,1,26,0.5555555555555556,0.0,0.5769230769230769,0.5769230769230769
48545,arithmetic,123,161,124,37,0.7639751552795031,0.7741935483870968,0.7297297297297297,-0.04446381865736704
48546,geometry,29,41,16,25,0.7073170731707317,0.375,0.92,0.545
48547,arithmetic,173,244,160,84,0.7090163934426229,0.70625,0.7142857142857143,0.008035714285714257
48555,arithmetic,20,27,24,3,0.7407407407407407,0.75,0.6666666666666666,-0.08333333333333337
48558,geometry,279,355,250,105,0.7859154929577464,0.828,0.6857142857142857,-0.14228571428571424
48567,arithmetic,28,41,32,9,0.6829268292682927,0.6875,0.6666666666666666,-0.02083333333333337
48568,algebra,124,172,82,90,0.7209302325581395,0.7682926829268293,0.6777777777777778,-0.09051490514905147
48602,arithmetic,40,50,38,12,0.8,0.7894736842105263,0.8333333333333334,0.04385964912280704
48613,geometry,17,25,16,9,0.68,0.6875,0.6666666666666666,-0.02083333333333337
48618,algebra,388,665,562,103,0.5834586466165413,0.5498220640569395,0.7669902912621359,0.21716822720519646
48622,algebra,82,110,81,29,0.7454545454545455,0.7160493827160493,0.8275862068965517,0.11153682418050237
48622,probability_statistics,27,36,34,2,0.75,0.7647058823529411,0.5,-0.2647058823529411
48628,arithmetic,69,101,6,95,0.6831683168316832,0.6666666666666666,0.6842105263157895,0.01754385964912286
48628,geometry,29,52,50,2,0.5576923076923077,0.58,0.0,-0.58
48636,geometry,38,52,41,11,0.7307692307692307,0.7073170731707317,0.8181818181818182,0.11086474501108656
48638,arithmetic,35,44,28,16,0.7954545454545454,0.7857142857142857,0.8125,0.0267857142857143
48639,arithmetic,33,43,11,32,0.7674418604651163,0.9090909090909091,0.71875,-0.19034090909090906
48648,arithmetic,340,434,327,107,0.783410138248848,0.7951070336391437,0.7476635514018691,-0.04744348223727457
48653,analytic_geometry,32,40,12,28,0.8,0.75,0.8214285714285714,0.0714285714285714
48654,geometry,22,31,11,20,0.7096774193548387,0.6363636363636364,0.75,0.11363636363636365
48658,arithmetic,1047,1436,1222,214,0.729108635097493,0.7266775777414075,0.7429906542056075,0.016313076464199994
48658,geometry,377,513,135,378,0.7348927875243665,0.8074074074074075,0.708994708994709,-0.09841269841269851
48660,algebra,20,25,8,17,0.8,0.875,0.7647058823529411,-0.11029411764705888
48662,analytic_geometry,29,62,59,3,0.46774193548387094,0.4576271186440678,0.6666666666666666,0.20903954802259883
48671,arithmetic,33,46,15,31,0.717391304347826,0.6666666666666666,0.7419354838709677,0.07526881720430112
48674,arithmetic,17,26,16,10,0.6538461538461539,0.8125,0.4,-0.4125
48691,algebra,22,28,9,19,0.7857142857142857,0.7777777777777778,0.7894736842105263,0.011695906432748537
48707,algebra,1228,1746,1381,365,0.7033218785796106,0.6842867487328023,0.7753424657534247,0.09105571702062243
48707,arithmetic,4841,6148,5331,817,0.7874105400130124,0.7792159069592947,0.8408812729498164,0.06166536599052175
48707,probability_statistics,345,446,438,8,0.773542600896861,0.771689497716895,0.875,0.10331050228310501
48720,arithmetic,38,67,56,11,0.5671641791044776,0.5357142857142857,0.7272727272727273,0.1915584415584416
48728,algebra,22,49,19,30,0.4489795918367347,0.42105263157894735,0.4666666666666667,0.04561403508771933
